0.13333,0.05000,0.05000,0.05000,0.05000
0.13333,0.05000,0.05000,0.05000,0.05000
0.13333,0.05000,0.05000,0.05000,0.05000
0.05000,0.13333,0.05000,0.05000,0.05000
0.05000,0.13333,0.05000,0.05000,0.05000
0.05000,0.13333,0.05000,0.05000,0.05000
0.05000,0.05000,0.13333,0.05000,0.05000
0.05000,0.05000,0.13333,0.05000,0.05000
0.05000,0.05000,0.13333,0.05000,0.05000
0.05000,0.05000,0.05000,0.13333,0.05000
0.05000,0.05000,0.05000,0.13333,0.05000
0.05000,0.05000,0.05000,0.13333,0.05000
0.05000,0.05000,0.05000,0.05000,0.13333
0.05000,0.05000,0.05000,0.05000,0.13333
0.05000,0.05000,0.05000,0.05000,0.13333
