0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.857211086642677422e-02,9.356429244845612669e-02,6.837632930824896760e-02,8.796244488478420498e-02,1.187025385442753433e-01,6.422506550553415128e-01,2.058792163438152023e-01,6.147876291858272307e-02,7.532139745967544875e-02,6.601593293197206835e-02,1.194535695854553881e-01,6.306833855749091611e-02,2.082657230063098275e-01,6.501624048881579632e-02,6.607244760034970688e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.036576242960480822e-03,1.988152793475530915e-03,4.457148176066206072e-03,3.766071518770097368e-03,1.171434975495262154e-01,2.341442222026051123e+00,2.202990120723604447e-03,8.221045984043391652e-02,9.572043808175438595e-03,7.343677358439263357e-03,3.067645904387413316e-02,1.903321807190859862e-03,3.793065232986777002e-01,5.104207574025487228e-03,6.846648841609234010e-03
4.221886248878015668e-01,8.113381601877347471e-01,1.030299688131292912e+00,3.313880770788313890e-01,1.833499982948616214e-01,3.343168398118911977e-02,1.372557560965225465e-01,1.779156321241224248e-01,2.181537188106726644e-01,3.426233934402221903e-01,3.074055653398127808e-01,4.988482697541777866e-01,1.266849515381193170e-01,1.131709459016265518e+00,2.474070213183730549e-01
1.663493489471693509e-01,1.297204089879351596e-01,1.480565784128743956e-01,1.280439325680053919e-01,1.275713458205978701e-01,3.443347678843607096e-02,7.823732102910796460e-02,1.427852401942169558e-01,1.167173323887045616e-01,1.762156679075375099e-01,1.487979208054050762e-01,1.631987439221852798e-01,1.049553100320748944e-01,1.923001714297543630e-01,1.426172007659951002e-01
8.260780777120597940e-02,4.701045956722361280e-02,5.981778206514185708e-02,1.483036807042027450e-01,3.579235854454106969e-01,5.936669956701048356e-01,4.433218541022006243e-02,3.443935269029462232e-01,6.124760086268019044e-02,4.223523389832681829e-01,1.506032919021208782e-01,3.539344313506653794e-02,4.876836551269068121e-01,8.569532507715511838e-02,7.896832137634643423e-02
3.304094904182323239e-02,1.668346245712928541e-02,1.618852592995901132e-02,1.019269050710434055e-01,8.029552122370524347e-02,1.209407993224324851e-02,1.802860032127536621e-02,1.854125340411624245e-01,1.107952501883939858e-02,3.830180985593025222e-01,2.229697373742641972e-02,7.812345225918246837e-03,6.078806096349145816e-02,2.490031048333406910e-02,2.643410799334668451e-02
1.540439859654736954e-01,1.447979889679163468e-01,1.681867127951879315e-01,1.465386350473479316e-01,1.321928851026161200e-01,4.266252581505887431e-02,9.997296679653963625e-02,1.290799328345648145e-01,1.403348816044173442e-01,1.393994705955834690e-01,1.585445879287539495e-01,1.439131435138670256e-01,8.486985915657066504e-02,1.633910732200918314e-01,1.520713506560104067e-01
1.298106675964034173e-01,1.622028638321043048e-01,8.949090665831826996e-02,2.018594000540466227e-01,3.247454823387437017e-02,1.052816720078856433e-02,2.106745482435706807e-01,5.088883748201769586e-02,8.196305169138656810e-02,7.041426573646916709e-02,7.086056461550131746e-02,2.628054134806989128e-01,3.701847701723317563e-01,1.508832964860272741e-01,1.049586985164613351e-01
6.450726483628257957e-02,7.909604327783634203e-02,8.793417084084398372e-02,6.727184326172723772e-01,8.986699180817486754e-02,1.779558949338095469e-02,9.795537500048301371e-01,1.731335441476563042e-01,8.247587769430621274e-02,3.259581304007999614e-01,5.351370796211742109e-02,5.931466126509363918e-02,6.953675347383399263e-02,6.587795994762159213e-02,1.787171222299496764e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.945981570997044663e-02,6.489214713895598285e-02,8.015288060658436187e-02,7.122732307426148102e-02,7.215322898793946615e-02,2.406045907468215561e-02,4.903002443337475119e-02,6.836292794979623166e-02,7.073481535955418453e-02,7.310074321987557189e-02,8.339952572019433685e-02,6.793640886647313304e-02,4.792541744124419190e-02,7.547411851271564054e-02,7.209016390437796018e-02
1.411529014673443161e+00,1.850495685750544572e+00,8.546609241839265847e-01,7.101655964597043402e-01,7.636673347686302460e-01,8.350462206990710845e-02,1.065582013462080591e+00,9.874076375310896214e-01,5.313398560084716671e-01,1.736212376363056364e+00,8.059855248480639611e-01,1.274922455620610684e+00,3.269965431351612439e-01,9.873605459965991704e-01,6.101698691287109622e-01
1.606601276307580761e+00,1.598696732809330889e+00,1.429297802580933752e+00,1.636633222794100728e+00,2.178349847994485611e+00,1.301042093470807348e+00,4.019658351178410527e+00,2.545012802935140872e+00,1.039330207184181010e+00,4.229375943494998680e+00,1.565782107034061843e+00,1.285284509070273584e+00,1.657434327221465331e+00,1.684992424994508520e+00,2.222508350929722543e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.894791621696768680e-02,6.688716079685386173e-02,7.509092867124679549e-02,6.416408608399813696e-02,6.748144862892901941e-02,2.366921607040272171e-02,4.080801578992667572e-02,8.891200022268738734e-02,5.888602263042653356e-02,8.835504929320264766e-02,6.950990028399912923e-02,5.493944342836355049e-02,7.214175838163719434e-02,7.469811792668565320e-02,7.550893557467297512e-02
7.980215269380180887e-02,6.650053239201056399e-02,8.236881983550932429e-02,6.783646615086548481e-02,7.338019598197689786e-02,1.975204716100048205e-02,4.471361644010193870e-02,6.548288923241613046e-02,6.693400310750588500e-02,6.982949007575776912e-02,8.829983404143942893e-02,7.810705588705665892e-02,4.484023409472870370e-02,8.481405184786332263e-02,6.733861105796570823e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
